;index;idUnico;nome;cep;endereco;descricao;funcaoSocial;metaGlobal;dataInicialPrevista;dataFinalPrevista;dataInicialEfetiva;dataFinalEfetiva;dataCadastro;especie;natureza;naturezaOutras;situacao;descPlanoNacionalPoliticaVinculado;uf;qdtEmpregosGerados;descPopulacaoBeneficiada;populacaoBeneficiada;observacoesPertinentes;isModeladaPorBim;dataSituacao;tomadores;executores;repassadores;eixos;tipos;subTipos;fontesDeRecurso;tomadores.nome;tomadores.codigo;executores.nome;executores.codigo;repassadores.nome;repassadores.codigo;eixos.id;eixos.descricao;subTipos.id;subTipos.descricao;subTipos.idTipo;fontesDeRecurso.origem;fontesDeRecurso.valorInvestimentoPrevisto
16;18;21339.53-04;Substituição do sistema de impermeabilização nas edificações do Campus Brasília;70.830-450;Via L2 Norte, SGAN 610 (610 Norte), Módulo D, E, F e G .Brasília/DF;substituição de todo o sistema de impermeabilização dos blocos do campus Brasília que foram concebidos para terem telhado verde. A impermeabilização garante uma edificação segura, estanque e sem patologias decorrentes de entrada de águas em todos os tipos de estruturas.;atender a comunidade acadêmica do Campus Brasília principalmente em conforto e qualidade de ensino, pesquisa e extensão;aumentar a oferta de cursos técnicos/tecnológicos e de curta duração, e para isso, necessita aumentar sua área para laboratórios e salas de aulas integradas a esses laboratórios.;2023-07-01;2023-12-31;;;2023-04-14;Recuperação;Obra;;Cadastrada;"triplicar as matrículas da educação profissional técnica de nível médio, assegurando a qualidade da oferta e pelo menos 50% (cinquenta por cento) da expansão no segmento público
";DF;;;;;False;2023-04-14;[{'nome': 'INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA', 'codigo': 26356}];[{'nome': 'INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA', 'codigo': 26356}];[{'nome': 'MINISTÉRIO DA EDUCAÇÃO', 'codigo': 244}];[{'id': 4, 'descricao': 'Social'}];[{'id': 46, 'descricao': 'Educação', 'idEixo': 4}];[{'id': 84, 'descricao': 'Educação', 'idTipo': 46}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 1000000.0}];INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA;26356;INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA;26356;MINISTÉRIO DA EDUCAÇÃO;244;4;Social;84;Educação;46;Federal;1000000.0
17;19;21341.53-30;Substituição do sistema de impermeabilização nas edificações do Campus Gama;72.429-005;Lote 01, DF 480, Setor de Múltiplas Atividades;substituição de todo o sistema de impermeabilização dos blocos do campus Gama que foram concebidos para terem telhado verde. A impermeabilização garante uma edificação segura, estanque e sem patologias decorrentes de entrada de águas em todos os tipos de estruturas.;atender a comunidade acadêmica do Campus Gama principalmente em conforto e qualidade de ensino, pesquisa e extensão;"aumentar a oferta de cursos técnicos/tecnológicos e de curta duração, e para isso, necessita aumentar sua área para laboratórios e salas de aulas integradas a esses laboratórios.
";2023-07-01;2023-12-31;;;2023-04-14;Recuperação;Obra;;Cadastrada;"triplicar as matrículas da educação profissional técnica de nível médio, assegurando a qualidade da oferta e pelo menos 50% (cinquenta por cento) da expansão no segmento público

";DF;;;;;False;2023-04-14;[{'nome': 'INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA', 'codigo': 26356}];[{'nome': 'INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA', 'codigo': 26356}];[{'nome': 'MINISTÉRIO DA EDUCAÇÃO', 'codigo': 244}];[{'id': 4, 'descricao': 'Social'}];[{'id': 46, 'descricao': 'Educação', 'idEixo': 4}];[{'id': 84, 'descricao': 'Educação', 'idTipo': 46}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 1000000.0}];INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA;26356;INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA;26356;MINISTÉRIO DA EDUCAÇÃO;244;4;Social;84;Educação;46;Federal;1000000.0
18;20;21342.53-97;Substituição do sistema de impermeabilização nas edificações do Campus Samambaia;72.304-300;Rodovia DF-460 - Subcentro Leste, Complexo Boca da Mata, Lote 01, Samambaia/ DF;substituição de todo o sistema de impermeabilização dos blocos do campus Samambaia que foram concebidos para terem telhado verde. A impermeabilização garante uma edificação segura, estanque e sem patologias decorrentes de entrada de águas em todos os tipos de estruturas.;atender a comunidade acadêmica do Campus Samambaia principalmente em conforto e qualidade de ensino, pesquisa e extensão;"aumentar a oferta de cursos técnicos/tecnológicos e de curta duração, e para isso, necessita aumentar sua área para laboratórios e salas de aulas integradas a esses laboratórios.
";2023-07-01;2023-12-31;;;2023-04-14;Recuperação;Obra;;Cadastrada;"triplicar as matrículas da educação profissional técnica de nível médio, assegurando a qualidade da oferta e pelo menos 50% (cinquenta por cento) da expansão no segmento público

";DF;;;;;False;2023-04-14;[{'nome': 'INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA', 'codigo': 26356}];[{'nome': 'INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA', 'codigo': 26356}];[{'nome': 'MINISTÉRIO DA EDUCAÇÃO', 'codigo': 244}];[{'id': 4, 'descricao': 'Social'}];[{'id': 46, 'descricao': 'Educação', 'idEixo': 4}];[{'id': 84, 'descricao': 'Educação', 'idTipo': 46}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 1000000.0}];INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA;26356;INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA;26356;MINISTÉRIO DA EDUCAÇÃO;244;4;Social;84;Educação;46;Federal;1000000.0
19;21;21345.53-56;Substituição do sistema de impermeabilização nas edificações do Campus Taguatinga;72.146-000;QNM 40, Área Especial 01, às margens da BR 070. Taguatinga/DF;substituição de todo o sistema de impermeabilização dos blocos do campus Taguatinga que foram concebidos para terem telhado verde. A impermeabilização garante uma edificação segura, estanque e sem patologias decorrentes de entrada de águas em todos os tipos de estruturas.;atender a comunidade acadêmica do Campus Taguatinga principalmente em conforto e qualidade de ensino, pesquisa e extensão;"aumentar a oferta de cursos técnicos/tecnológicos e de curta duração, e para isso, necessita aumentar sua área para laboratórios e salas de aulas integradas a esses laboratórios.

";2023-07-01;2023-12-31;;;2023-04-14;Recuperação;Obra;;Cadastrada;"triplicar as matrículas da educação profissional técnica de nível médio, assegurando a qualidade da oferta e pelo menos 50% (cinquenta por cento) da expansão no segmento público

";DF;;;;;False;2023-04-14;[{'nome': 'INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA', 'codigo': 26356}];[{'nome': 'INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA', 'codigo': 26356}];[{'nome': 'MINISTÉRIO DA EDUCAÇÃO', 'codigo': 244}];[{'id': 4, 'descricao': 'Social'}];[{'id': 46, 'descricao': 'Educação', 'idEixo': 4}];[{'id': 84, 'descricao': 'Educação', 'idTipo': 46}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 1000000.0}];INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA;26356;INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA;26356;MINISTÉRIO DA EDUCAÇÃO;244;4;Social;84;Educação;46;Federal;1000000.0
20;22;8913.53-40;Reforma hidráulica da psicina;;;Reforma hidráulica da piscina para utilização pelos beneficiários do PROFESP;Reforma hidráulica da piscina para utilização pelos beneficiários do PROFESP;Reforma hidráulica da psicina;2022-10-10;2022-11-04;;;2022-10-03;Reforma;Obra;;Em execução;;DF;;;;;False;2022-10-10;[{'nome': 'COMANDO DA MARINHA', 'codigo': 185}];[{'nome': 'COMANDO DA MARINHA', 'codigo': 185}];[{'nome': 'CAMARA DOS DEPUTADOS', 'codigo': 1000}];[{'id': 4, 'descricao': 'Social'}];[{'id': 38, 'descricao': 'Esporte', 'idEixo': 4}];[{'id': 24, 'descricao': 'Centro Olímpico e Para-Olímpico', 'idTipo': 38}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 17500.0}];COMANDO DA MARINHA;185;COMANDO DA MARINHA;185;CAMARA DOS DEPUTADOS;1000;4;Social;24;Centro Olímpico e Para-Olímpico;38;Federal;17500.0
21;23;2729.53-94;Ampliação e Reforma do Hospital Naval de Brasília;1;SEPS Q 711/911 - Asa Sul, Brasília - DF;CONTRATAÇÃO INTEGRADA de empresa especializada em construção civil para realizar a prestação de serviços de REFORMA E AMPLIAÇÃO DO HOSPITAL NAVAL DE BRASÍLIA – HNBra, incluindo a elaboração de projetos básicos e executivos de arquitetura e engenharia, planos e programas ambientais visando a minimização dos impactos ambientais do novo hospital. O detalhamento encontra-se no RDC 01/2019 deste Hospital.;Atendimento à Família Naval.;Expansão física das instalações e, com isso, passaremos a disponibilizar uma gama muito maior de consultas e procedimentos, inclusive aqueles com valor agregado muito alto, como no caso de internações (nos seus diversos níveis de complexidade).;2020-01-20;2023-03-31;;;2021-06-22;Ampliação;Obra;;Concluída;;DF;;;;;;2023-03-31;[{'nome': 'COMANDO DA MARINHA', 'codigo': 185}];[{'nome': 'COMANDO DA MARINHA', 'codigo': 185}];[{'nome': 'COMANDO DA MARINHA', 'codigo': 185}];[{'id': 2, 'descricao': 'Militar'}];[{'id': 18, 'descricao': 'Saúde', 'idEixo': 2}];[{'id': 47, 'descricao': 'Instituições Hospitalares Federais', 'idTipo': 18}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 27792850.24}];COMANDO DA MARINHA;185;COMANDO DA MARINHA;185;COMANDO DA MARINHA;185;2;Militar;47;Instituições Hospitalares Federais;18;Federal;27792850.24
22;24;19176.53-10;Caminho das Escolas - Ponte Alta (Gama);;;Pavimentação de rodovias distritais, estradas vicinais e/ou vias locais com consequente melhoria de vida para a população local.;Estudantes, professores, servidores das escolas rurais, bem como produtores localizados próximos às rodovias (distritais, estradas vicinais e vias locais) beneficiadas na região do Gama.. Eliminar poeira oriunda do período de seca e muito prejudicial à saúde das pessoas e eliminar risco de acidentes em épocas de chuva por causa de atoleiros, água empossada com a pavimentação de acessos às escolas rurais (rodovias distritais, estradas vicinais e vias locais). Melhoria no desenvolvimento social, facilitando o acesso à educação e econômico desses locais, tem em vista a garantia de escoamento dos produtos agrícolas em todas as épocas do ano.;Pavimentação de rodovias distritais, estradas vicinais e/ou vias locais com consequente melhoria de vida para a população local.;2022-12-30;2026-12-30;;;2023-01-10;Construção;Obra;;Cadastrada;Caminho das Escolas;DF;50;Estudantes das Escolas Rurais e moradores das proximidades.;180000;;False;2023-01-10;[];[{'nome': 'DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL', 'codigo': 70532000103}];[{'nome': 'MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL', 'codigo': 308799}];[{'id': 3, 'descricao': 'Econômico'}];[{'id': 24, 'descricao': 'Infraestrutura Urbana e Mobilidade', 'idEixo': 3}];[{'id': 58, 'descricao': 'Pavimentação', 'idTipo': 24}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 2870210.0}];;;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL;70532000103;MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL;308799;3;Econômico;58;Pavimentação;24;Federal;2870210.0
23;25;4539.53-84;202111-22-Ronald 1;70067-901;2021122-Ronald - Endereço Completo;2021122-Ronald - Descrição do Projeto;2021122-Ronald - Descrição Funç]ap Social;20211122-Ronald - Descrição Meta Global;2021-12-10;2021-12-10;;;2021-11-17;Reforma;Projeto de Investimento em Infraestrutura;outros;Cadastrada;;DF;;;;;;2021-11-17;[{'nome': 'FUND.UNIVERSIDADE FEDERAL VALE SAO FRANCISCO', 'codigo': 26230}];[{'nome': 'MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL', 'codigo': 308799}];[{'nome': 'MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL', 'codigo': 308799}];[{'id': 4, 'descricao': 'Social'}];[{'id': 45, 'descricao': 'Desenvolvimento', 'idEixo': 4}];[{'id': 38, 'descricao': 'Saneamento', 'idTipo': 45}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 100000000.0}];FUND.UNIVERSIDADE FEDERAL VALE SAO FRANCISCO;26230;MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL;308799;MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL;308799;4;Social;38;Saneamento;45;Federal;100000000.0
24;26;20285.53-58;Substituição parcial dos brises do Colégio Militar de Brasília em Brasília-DF;70.790-020;902/904 - Asa Norte, Brasília - DF;Substituição parcial dos brises do Colégio Militar de Brasília em Brasília-DF;Substituição parcial dos brises do Colégio Militar de Brasília em Brasília-DF;Substituição parcial dos brises do Colégio Militar de Brasília em Brasília-DF;2023-03-02;2024-03-01;;;2023-03-01;Recuperação;Obra;;Inativada;;DF;;;;;False;2023-03-01;[{'nome': 'COMANDO DO EXÉRCITO', 'codigo': 94}];[{'nome': 'COMANDO DO EXÉRCITO', 'codigo': 94}];[{'nome': 'MINISTÉRIO DA DEFESA', 'codigo': 41066}];[{'id': 1, 'descricao': 'Administrativo'}];[{'id': 5, 'descricao': 'Administrativo', 'idEixo': 1}];[{'id': 59, 'descricao': 'Obras em Imóveis de Uso Público', 'idTipo': 1}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 769000.0}];COMANDO DO EXÉRCITO;94;COMANDO DO EXÉRCITO;94;MINISTÉRIO DA DEFESA;41066;1;Administrativo;59;Obras em Imóveis de Uso Público;1;Federal;769000.0
25;27;44078.53-10;CPAC - Elaboração de projetos  para as instalações de recepção e preparação de amostras;73.310-970;BR 020, Km 18, Rod. Brasília/Fortaleza, Zona Rural, Planaltina - DF;Elaboração de projetos básicos e executivos de engenharia e arquitetura para a reforma e construção das instalações de recepção e preparação de amostras na Embrapa Cerrados;Viabilizar soluções de pesquisa, desenvolvimento e inovação para a sustentabilidade da agricultura, em benefício da sociedade brasileira.;Elaboração de projetos básicos e executivos de engenharia e arquitetura para a reforma e construção das instalações de recepção e preparação de amostras na Embrapa Cerrados;2024-11-01;2025-05-26;;;2024-10-21;Reforma;Projeto;;Concluída;;DF;;;;;False;2025-06-20;[{'nome': 'EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA', 'codigo': 25}];[{'nome': 'EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA', 'codigo': 25}];[{'nome': 'MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO', 'codigo': 16701716003686}];[{'id': 1, 'descricao': 'Administrativo'}];[{'id': 5, 'descricao': 'Administrativo', 'idEixo': 1}];[{'id': 90, 'descricao': 'Preservação do Patrimônio', 'idTipo': 5}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 49973.53}];EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA;25;EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA;25;MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO;16701716003686;1;Administrativo;90;Preservação do Patrimônio;5;Federal;49973.53
26;28;5584.53-19;Adequação da DCEM, 3º piso, Bloco D, QGEx do Setor Militar Urbano, na cidade de Brasília/DF;;;Adequação da DCEM, 3º piso, Bloco D, QGEx do Setor Militar Urbano, na cidade de Brasília/DF;"A necessidade de adequação do pavimento ocupado pela DCEM justifica-se pelas
instalações físicas serem antigas, desatualizadas, resultado de reformas pontuais,
executadas na Diretoria ao longo dos anos, e que por falta de uniformidade podem vir
a comprometer a segurança, a economia, e a integral utilização da edificação.
Nesse contexto, esse estudo visa atender à necessidade de atualização das
instalações sanitárias elétricas, de incêndio, de condicionamento de ar, dentre outras
disciplinas, bem como de adequar o espaço da Diretoria ao pleno funcionamento das
seções que a compõe e seu crescente número de servidores, dentre civis e militares
do DCEM, 3º Piso, Bloco D, QGex do Setor Militar Urbano, na cidade de Brasília/DF.";Adequação da DCEM, 3º piso, Bloco D, QGEx do Setor Militar Urbano, na cidade de Brasília/DF;2022-02-14;2023-11-06;;;2022-02-01;Construção;Obra;;Concluída;;DF;;;;;;2023-11-06;[{'nome': 'COMANDO DO EXÉRCITO', 'codigo': 94}];[{'nome': 'COMANDO DO EXÉRCITO', 'codigo': 94}];[{'nome': 'MINISTÉRIO DA DEFESA', 'codigo': 41066}];[{'id': 1, 'descricao': 'Administrativo'}];[{'id': 5, 'descricao': 'Administrativo', 'idEixo': 1}];[{'id': 59, 'descricao': 'Obras em Imóveis de Uso Público', 'idTipo': 1}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 8691308.0}];COMANDO DO EXÉRCITO;94;COMANDO DO EXÉRCITO;94;MINISTÉRIO DA DEFESA;41066;1;Administrativo;59;Obras em Imóveis de Uso Público;1;Federal;8691308.0
27;29;51946.53-11;CONSTRUÇÃO DO 2º BATALHÃO DE POLÍCIA MILITAR DO DISTRITO FEDERAL;72.130-049;ÁREA ESPECIAL Nº 44, SETOR G NORTE, TAGUATINGA NORTE;CONSTRUÇÃO DO 2º BATALHÃO DE POLÍCIA MILITAR DO DISTRITO FEDERAL.;SEGURANÇA PÚBLICA;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DA SEDE DO 2º BATALHAO DE POLÍCIA MILITAR DO DISTRITO FEDERAL.;2025-03-12;2025-12-31;;;2025-03-12;Construção;Obra;;Cadastrada;;DF;;;;;False;2025-03-12;[{'nome': 'Polícia Militar do Distrito Federal', 'codigo': 8942610000116}];[{'nome': 'Polícia Militar do Distrito Federal', 'codigo': 8942610000116}];[{'nome': 'FUNDO CONSTITUCIONAL DO DISTRITO FEDERAL', 'codigo': 25915}];[{'id': 1, 'descricao': 'Administrativo'}];[{'id': 1, 'descricao': 'Segurança Pública', 'idEixo': 1}];[{'id': 59, 'descricao': 'Obras em Imóveis de Uso Público', 'idTipo': 1}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 51767.99}];Polícia Militar do Distrito Federal;8942610000116;Polícia Militar do Distrito Federal;8942610000116;FUNDO CONSTITUCIONAL DO DISTRITO FEDERAL;25915;1;Administrativo;59;Obras em Imóveis de Uso Público;1;Federal;51767.99
28;30;10835.53-80;CONSTRUÇÃO DA POLICLINICA DA PCDF;;;Construção da nova Policlínica da Polícia Civil do Distrito Federal.;"Atualmente a Policlínica atende diretamente 3957 servidores da carreira policial e 191 servidores da carreira de apoio,
totalizando 4148 servidores, além de atendimento subsidiário a aproximadamente 420 servidores terceirizados. Não há previsão de atendimento à população em geral. O impacto indireto nos habitantes do Distrito Federal se dará
pela redução da taxa de absenteísmo dos policiais civis e, consequentemente,de uma melhor prestação de serviço(texto completo na Justificativa Completa).. A Policlínica da Polícia Civil do Distrito Federal foi originalmente concebida com ênfase na atividade pericial.
No entanto, atua intensamente na assistência ao policial civil não só no atendimento médico e pericial, como também nos serviços de psicologia, odontologia, assistência social, fisioterapia e reabilitação física. Funciona atualmente em uma antiga delegacia, que fora reformada para abrigar suas instalações(texto completo na Justificativa Completa).. A nova sede da Policlínica da Polícia Civil do Distrito Federal é um anseio dos servidores policiais que
aguardam há muito tempo um espaço adequado para receber uma atenção à saúde de forma rápida, confortável e eficaz.
Espera-se com a nova sede, que todos os processos e atendimentos desenvolvidos atualmente sejam otimizados e que novos atendimentos sejam realizados. Espera-se que a localização da nova sede seja mais acessível aos policiais(texto completo na Justificativa Completa).";Construção da nova Policlínica da Polícia Civil do Distrito Federal.;2022-12-19;2027-12-16;;;2022-10-20;Construção;Obra;;Cadastrada;;DF;99;SERVIDORES ATIVOS E INATIVOS, CARREIRA DE APOIO E TERCEIRIZADOS DA PCDF;8000;;True;2022-10-20;[];[{'nome': 'POLICIA CIVIL DO DISTRITO FEDERAL', 'codigo': 37115482000135}];[{'nome': 'MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA', 'codigo': 235881}];[{'id': 1, 'descricao': 'Administrativo'}];[{'id': 1, 'descricao': 'Segurança Pública', 'idEixo': 1}];[{'id': 59, 'descricao': 'Obras em Imóveis de Uso Público', 'idTipo': 1}];[{'origem': 'Federal', 'valorInvestimentoPrevisto': 39717442.17}];;;POLICIA CIVIL DO DISTRITO FEDERAL;37115482000135;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;235881;1;Administrativo;59;Obras em Imóveis de Uso Público;1;Federal;39717442.17
